"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","LCMS_1","LCMS_2","LCMSMS_1","LCMSMS_2","blank_median_I","sample_median_I","blank_RSD_I","sample_RSD_I","blank_coverage","sample_coverage","blank_RSD_RT","sample_RSD_RT","rsd_all_RT","grpid","blank_valid","sample_valid","all_sample_valid","mzmin_full","mzmax_full","rtmin_full","rtmax_full","mzmin_full.1","mzmax_full.1","rtmin_full.1","rtmax_full.1","xcmsIDx"
"233",243.128719015342,243.12853645336,243.128995976868,65.799135,61.88904,69.154026,4,2,2,128488609.229879,127105531.740074,96188619.8773878,95852079.5004134,127797070.484977,96020349.6889006,0.765262825068264,0.247832864046698,1,1,0.823589918651766,0.173897104216257,6.01249297603454,233,1,1,1,243.055541992188,243.133758544922,47.5202658,78.447792,243.055541992188,243.133758544922,47.5202658,78.447792,1
"234",244.11437219497,244.112225076971,244.117605465658,61.2887004,57.7400178,64.605414,4,2,2,242687773.35858,243459302.546359,199660589.360255,195611833.652901,243073537.952469,197636211.506578,0.22443970049444,1.44857189591618,1,1,0.500428997504878,0.195217211954477,6.20330481837743,234,1,1,1,244.091995239258,244.165023803711,41.149887,69.794538,244.091995239258,244.165023803711,41.149887,69.794538,1
"235",244.952867701162,244.951505199599,244.953869913692,38.094819,34.834506,41.0984136,4,2,2,11193819.4264411,10389025.2810661,15496382.1927917,16037222.3783712,10791422.3537536,15766802.2855815,5.27340492290133,2.42555057033436,1,1,0.808001989133717,0.247530952240256,9.10791206678555,235,1,1,1,244.895980834961,245.030487060547,22.1378934,46.2351402,244.895980834961,245.030487060547,22.1378934,46.2351402,1
"236",245.076530160723,245.076393205942,245.076612709839,80.349066,76.843296,83.64567,4,2,2,116826409.840325,113530645.019647,133327487.129729,130107908.671788,115178527.429986,131717697.900759,2.0233438522768,1.7283825912957,1,1,0.379628985863281,0.173085948370593,4.67470184715103,236,1,1,1,245.028930664062,245.113082885742,64.723914,88.407792,245.028930664062,245.113082885742,64.723914,88.407792,1
"237",245.172534012557,245.092091986355,245.185449075506,294.371304,265.075332,343.234722,6,2,0,23665361.5727323,25157843.9270735,NA,NA,24411602.7499029,NA,4.32312619686591,NA,1,0,0.0708117331435014,NA,0.0708117331435014,237,1,0,0,245.044647216797,245.099105834961,284.130384,306.169782,245.044647216797,245.099105834961,284.130384,306.169782,1
"238",245.090750031452,245.090071988397,245.091428074506,0.373406451,0.332560938,0.414251964,2,2,0,108261.97416153,106365.24790623,NA,NA,107313.61103388,NA,1.24978368005267,NA,1,0,15.469544859761,NA,15.469544859761,238,1,0,0,245.077301025391,245.136123657227,0.332560938,11.4048258,245.077301025391,245.136123657227,0.332560938,11.4048258,1
"239",246.144640109608,246.138967936178,246.206022541821,52.9473819,0.332560938,82.394598,8,2,2,205305511.999434,205244292.315969,150762013.014634,148350049.60707,205274902.157702,149556031.310852,0.0210882347841168,1.14038575810915,1,1,0.127198564915946,0.147621750288443,6.87561895386074,239,1,1,1,246.032119750977,246.144393920898,37.4552118,61.571022,246.032119750977,246.144393920898,37.4552118,61.571022,1
"240",246.183833429675,246.18381383208,246.18385302727,341.599821,341.580864,341.618778,2,2,0,72265829.4459213,72517065.666037,NA,NA,72391447.5559792,NA,0.245403070281344,NA,1,0,0.00784814418913505,NA,0.00784814418913505,240,1,0,0,246.169479370117,246.206039428711,328.453416,345.950658,246.169479370117,246.206039428711,328.453416,345.950658,1
"241",246.191284416138,246.191262379923,246.191306452352,265.801221,265.752432,265.85001,2,2,0,16610714.2503853,17113033.8358392,NA,NA,16861874.0431122,NA,2.10648937531597,NA,1,0,0.0259585208958163,NA,0.0259585208958163,241,1,0,0,246.188690185547,246.206024169922,253.521576,277.45344,246.188690185547,246.206024169922,253.521576,277.45344,1
"242",247.128559587849,247.128339469332,247.20286770794,56.356305,0.332560938,63.078168,6,2,2,282605124.736522,279995017.63628,189794217.078864,186718983.225859,281300071.186401,188256600.152361,0.656105212636545,1.15508232350682,1,1,0.512324170764818,0.17299570147418,6.43531110268141,242,1,1,1,247.127807617188,247.147613525391,38.313393,68.848662,247.127807617188,247.147613525391,38.313393,68.848662,1
"243",247.18347670728,247.183409284138,247.183544130423,341.098209,340.950924,341.245494,2,2,0,5874883.59434959,5766358.62275579,NA,NA,5820621.10855269,NA,1.31839441033707,NA,1,0,0.0610652413405479,NA,0.0610652413405479,243,1,0,0,247.172607421875,247.210556030273,327.72666,345.950658,247.172607421875,247.210556030273,327.72666,345.950658,1
"244",248.019458299688,248.019421713032,248.019494886343,27.9566754,27.7560216,28.1573292,2,2,0,8972429.1686414,9760748.45914008,NA,NA,9366588.81389074,NA,5.95121582816913,NA,1,0,1.01502528910036,NA,1.01502528910036,244,1,0,0,247.915634155273,248.03141784668,15.6438738,36.4297782,247.915634155273,248.03141784668,15.6438738,36.4297782,1
"245",248.120619158619,248.108656314019,248.129442918876,64.249683,60.608148,67.634034,4,2,2,66503846.0280118,66069688.0154809,37920142.0854267,38005765.9290411,66286767.0217464,37962954.0072339,0.463133274649494,0.159484955884744,1,1,0.479264264978787,0.162240979911526,6.07118290932981,245,1,1,1,248.025726318359,248.148651123047,48.483009,72.012534,248.025726318359,248.148651123047,48.483009,72.012534,1
"246",249.026746668188,249.026694015784,249.026799320592,85.689513,85.484664,85.894362,2,2,0,2502730.01897537,2615621.93672254,NA,NA,2559175.97784896,NA,3.11923217751011,NA,1,0,0.33808131695015,NA,0.33808131695015,246,1,0,0,248.954467773438,249.027633666992,74.580792,96.428784,248.954467773438,249.027633666992,74.580792,96.428784,1
"247",249.094795122248,249.094000124942,249.158036675613,44.0806488,37.0582722,115.11663,7,2,2,212774764.747323,222971703.325836,188342757.475762,181288728.896844,217873234.03658,184815743.186303,3.30941267204874,2.69887800511015,1,1,0.753363466084791,0.266161613373153,9.58945332064117,247,1,1,1,248.998611450195,249.108001708984,24.3143838,49.1208918,248.998611450195,249.108001708984,24.3143838,49.1208918,1
"248",250.050940020032,250.04716453226,250.055622657573,34.4038104,31.2905268,37.2686586,4,2,2,107421962.147136,109646820.534466,54367437.4398355,50515525.7403577,108534391.340801,52441481.5900967,1.44950594316291,5.19381375324627,1,1,0.892172832444759,0.283021241321877,9.60453141111153,248,1,1,1,249.982620239258,250.128555297852,16.95063,43.373643,249.982620239258,250.128555297852,16.95063,43.373643,1
"249",250.130540524861,250.130511094179,250.130569955542,114.567153,114.351816,114.78249,2,2,0,7053553.62654998,6807947.57411731,NA,NA,6930750.60033365,NA,2.50578494582154,NA,1,0,0.265811358584378,NA,0.265811358584378,249,1,0,0,250.058181762695,250.188186645508,103.483656,126.150684,250.058181762695,250.188186645508,103.483656,126.150684,1
"250",251.067405208575,251.027749188397,251.107700368704,48.0023124,32.2393878,63.848922,4,2,2,12567134.8895382,13317448.3907491,23657651.5671303,24175511.2011908,12942291.6401437,23916581.3841605,4.09936493067709,1.53108027048318,1,1,0.178136754996346,0.182975402047387,37.8542183530862,250,1,1,1,250.914535522461,251.043350219727,18.6491448,44.3228928,250.914535522461,251.043350219727,18.6491448,44.3228928,1
"251",251.136087833406,251.13607804206,251.136097624752,280.384788,280.247376,280.5222,2,2,0,365321099.681577,371287031.08764,NA,NA,368304065.384608,NA,1.14539885648988,NA,1,0,0.0693082942976309,NA,0.0693082942976309,251,1,0,0,251.135925292969,251.136184692383,258.464868,302.356158,251.135925292969,251.136184692383,258.464868,302.356158,1
"252",252.084702232229,252.077031266474,252.092652892435,46.8543129,43.6903842,50.0837946,4,2,2,13697889.8572567,14295503.975467,14893202.2124805,13279030.7834108,13996696.9163619,14086116.4979457,3.01911942542167,8.10295416525376,1,1,0.13353958137354,0.209463407527644,7.73466633658301,252,1,1,1,251.979446411133,252.135986328125,28.0832748,59.0131458,251.979446411133,252.135986328125,28.0832748,59.0131458,1
"253",252.139350244503,252.139341980032,252.139358508973,280.211781,280.176186,280.247376,2,2,0,42702812.8489976,43607169.1283461,NA,NA,43154990.9886719,NA,1.48181344286196,NA,1,0,0.0179646021923223,NA,0.0179646021923223,253,1,0,0,252.139144897461,252.13948059082,258.813378,301.645014,252.139144897461,252.13948059082,258.813378,301.645014,1
"254",252.94123083804,252.934388161624,252.952322574627,35.4275607,32.5570242,38.0417766,4,2,2,3964957.56012854,4089439.15196036,3608290.21889968,3431069.54553785,4027198.35604445,3519679.88221876,2.18568269886835,3.56037890075394,1,1,0.867063963672757,0.270708596426113,8.52222594451983,254,1,1,1,252.857208251953,253.000442504883,18.222126,44.0067648,252.857208251953,253.000442504883,18.222126,44.0067648,1
"255",253.151696211613,253.151584130286,253.152010413701,130.971438,128.489556,194.465592,6,2,2,113784443.751044,118216984.041544,26724378.1672575,26945261.0609135,116000713.896294,26834819.6140855,2.70194828291929,0.582034066926745,1,1,0.0430210182120212,0.191252008829212,1.09294454235832,255,1,1,1,253.151443481445,253.179840087891,116.30667,134.058318,253.151443481445,253.179840087891,116.30667,134.058318,1
"256",253.128950562049,253.128825248024,253.129041008801,64.025574,60.92952,67.634034,4,2,2,373113920.454544,370601457.317457,232933724.10118,233061018.228177,371857688.886,232997371.164678,0.477757963547165,0.0386315690837104,1,1,0.475617543092801,0.972269605614084,5.47104280684917,256,1,1,1,252.996429443359,253.129013061523,48.483009,73.612908,252.996429443359,253.129013061523,48.483009,73.612908,1
"257",254.155188006365,254.154912063297,254.156181565773,131.409762,128.152806,194.125092,6,2,2,13196244.0698905,13972152.8623657,3209508.82879399,3174683.53804365,13584198.4661281,3192096.18341882,4.03888657920819,0.771442896184445,1,1,0.0429950700398382,0.281104108038877,1.44095828521414,257,1,1,1,254.154403686523,254.155334472656,116.30667,134.058318,254.154403686523,254.155334472656,116.30667,134.058318,1
"258",254.078276711032,254.028557529021,254.127612873872,53.3546553,46.161033,60.061974,4,2,2,49447543.0444161,48539940.796152,4154398.77779991,4189404.54980984,48993741.9202841,4171901.66380488,1.3099054679512,0.593322200847833,1,1,0.48621592626569,1.36215238198364,14.3864046033189,258,1,1,1,253.948608398438,254.044799804688,33.2788968,61.39704,253.948608398438,254.044799804688,33.2788968,61.39704,1
"259",255.073612183157,255.06882488116,255.078399485154,29.5747374,29.4535758,29.695899,2,2,0,106229732.001157,124835488.542134,NA,NA,115532610.271646,NA,11.387483229451,NA,1,0,0.579374131514097,NA,0.579374131514097,259,1,0,0,254.969253540039,255.084762573242,21.2666292,35.5573398,254.969253540039,255.084762573242,21.2666292,35.5573398,1
"260",255.106366218151,255.104781920837,255.107839324008,62.1743775,59.650395,65.179668,4,2,2,261606132.391111,254880453.543496,156733795.82379,158283175.361046,258243292.967303,157508485.592418,1.84158630668993,0.695566828228444,1,1,0.110094129032302,0.625740479978288,4.83044200167699,260,1,1,1,255.073104858398,255.144561767578,47.841141,71.057154,255.073104858398,255.144561767578,47.841141,71.057154,1
"261",255.979193653689,255.979193653689,255.979193653689,36.193716,36.193716,36.193716,1,1,0,1227863.12429132,NA,NA,NA,1227863.12429132,NA,NA,NA,0.5,0,NA,NA,NA,261,1,0,0,255.94255065918,256.04638671875,23.4470886,46.3202256,255.94255065918,256.04638671875,23.4470886,46.3202256,1
"262",256.106556103031,256.102878956576,256.110257683486,61.9261335,59.0131458,64.605414,4,2,2,31192278.7028974,30381912.6221987,29286103.0249486,28131835.703187,30787095.6625481,28708969.3640678,1.86121924973479,2.84297997663841,1,1,0.491738622928409,0.195217211954477,4.95230479669189,262,1,1,1,255.979797363281,256.147857666016,32.492523,70.740282,255.979797363281,256.147857666016,32.492523,70.740282,1
"263",257.089573509608,257.089516829633,257.089630189584,76.40688,76.199796,76.613964,2,2,0,42994265.0558892,42224776.3534566,NA,NA,42609520.7046729,NA,1.27696972539957,NA,1,0,0.383291401704222,NA,0.383291401704222,263,1,0,0,256.963958740234,257.136962890625,65.99241,87.42243,256.963958740234,257.136962890625,65.99241,87.42243,1
"264",257.132834597223,257.126905671795,257.138326246685,41.6726826,38.6280042,44.7995376,4,2,2,38091717.8949305,38965969.8911585,64157408.9067721,64811802.1538754,38528843.8930445,64484605.5303237,1.60448498458663,0.717575766780235,1,1,0.153043946441248,0.262295199499868,8.37526015729992,264,1,1,1,256.951049804688,257.146575927734,27.7560216,48.483009,256.951049804688,257.146575927734,27.7560216,48.483009,1
"265",258.110545114345,258.110392908236,258.11067651944,41.4706224,38.6280042,44.0806488,4,2,2,541161717.086648,550757623.911044,475584152.353183,468522501.407631,545959670.498846,472053326.880407,1.24282637597843,1.05779177597811,1,1,0.72519596631554,0.266161613373153,7.22128692445989,265,1,1,1,258.048431396484,258.144409179688,27.0841416,49.7567658,258.048431396484,258.144409179688,27.0841416,49.7567658,1
"266",259.104541298833,259.103524250203,259.105718375332,38.094819,35.1575082,41.0984136,4,2,2,83845558.0706743,86923870.2253732,65487761.7582878,62992419.5356202,85384714.1480237,64240090.646954,2.54927995123699,2.74668573667865,1,1,0.155368642483171,0.247530952240256,8.83425745563451,266,1,1,1,258.996826171875,259.147644042969,21.2618208,47.1993852,258.996826171875,259.147644042969,21.2618208,47.1993852,1
"267",259.104383915197,259.104373008563,259.104394821831,157.321983,157.08171,157.562256,2,2,0,21462824.274106,21684414.1288064,NA,NA,21573619.2014562,NA,0.726293012951041,NA,1,0,0.215988464417,NA,0.215988464417,267,1,0,0,259.091857910156,259.104888916016,143.761206,172.290582,259.091857910156,259.104888916016,143.761206,172.290582,1
"268",259.165678365309,259.165537219932,259.165819510687,237.74952,237.679062,237.819978,2,2,0,4280123.95166959,4231129.72696927,NA,NA,4255626.83931943,NA,0.814078626548792,NA,1,0,0.0419107719660955,NA,0.0419107719660955,268,1,0,0,259.150634765625,259.245544433594,222.331164,250.61481,259.150634765625,259.245544433594,222.331164,250.61481,1
"269",260.054132205712,260.044692433073,260.054210214936,33.6069588,33.202902,38.6530368,3,2,1,57481138.3120124,61497898.359796,NA,35858984.937257,59489518.3359042,35858984.937257,4.7744179943591,NA,1,0.5,0.855296807517181,NA,8.63827036589744,269,1,0,0,260.026550292969,260.123443603516,19.521132,44.9561388,260.026550292969,260.123443603516,19.521132,44.9561388,1
"270",260.159905404127,260.159179625457,260.159953818855,61.448007,58.0581474,64.605414,4,2,2,447261902.116237,443703403.417834,330076712.097276,320548464.758472,445482652.767035,325312588.427874,0.564834240986718,2.07108133707657,1,1,0.498281396635045,0.195217211954477,5.88818081304079,270,1,1,1,260.0712890625,260.160003662109,46.2351402,75.877416,260.0712890625,260.160003662109,46.2351402,75.877416,1
"271",261.018605821424,261.018598099066,261.018613543781,250.49922,250.38363,250.61481,2,2,0,32044035.9950407,32689025.2253055,NA,NA,32366530.6101731,NA,1.40909838006919,NA,1,0,0.0652572673378873,NA,0.0652572673378873,271,1,0,0,261.018402099609,261.01904296875,237.468984,262.638198,261.018402099609,261.01904296875,237.468984,262.638198,1
"273",261.145049139396,261.142926069621,261.163246803723,64.516356,45.2751342,85.894362,6,2,2,204912338.369297,203483887.037635,38642066.8940043,37294562.8869461,204198112.703466,37968314.8904752,0.494650812312063,2.50953781808722,1,1,1.12248679049653,0.195217211954477,19.7978679709229,273,1,1,1,261.089599609375,261.163177490234,33.8570268,58.695012,261.089599609375,261.163177490234,33.8570268,58.695012,1
"274",262.040351734714,262.04027046003,262.04045279997,75.483393,72.012534,78.808182,4,2,2,25492733.3773617,23872543.2013686,14951591.236091,12774887.5749168,24682638.2893651,13863239.4055039,4.64151136043735,11.1024694476442,1,1,0.710221349000063,0.523120962407285,4.72680046936971,274,1,1,1,262.039428710938,262.040466308594,60.92952,83.58105,262.039428710938,262.040466308594,60.92952,83.58105,1
"275",262.117986805387,262.117961335751,262.118012275022,294.029562,293.882526,294.176598,2,2,0,50449007.9529508,51273083.0135926,NA,NA,50861045.4832717,NA,1.14568833190457,NA,1,0,0.0707208839623651,NA,0.0707208839623651,275,1,0,0,262.053924560547,262.164276123047,281.298126,306.517146,262.053924560547,262.164276123047,281.298126,306.517146,1
"276",262.166710781661,262.165914793695,262.167506769627,104.209578,104.174544,104.244612,2,2,0,2783957.59890455,2659181.29924785,NA,NA,2721569.4490762,NA,3.24188558364958,NA,1,0,0.0475441498709297,NA,0.0475441498709297,276,1,0,0,262.163513183594,262.2734375,92.075928,115.988172,262.163513183594,262.2734375,92.075928,115.988172,1
"277",262.122748943444,262.122493668714,262.123004218174,37.5706101,37.3717602,37.76946,2,2,0,84878120.6711493,87833220.6221018,NA,NA,86355670.6466256,NA,2.41972669398081,NA,1,0,0.748500555908027,NA,0.748500555908027,277,1,0,0,262.076568603516,262.164703369141,23.4446472,57.7400178,262.076568603516,262.164703369141,23.4446472,57.7400178,1
"279",263.139084989633,263.139081980722,263.139087998545,242.640843,242.58306,242.698626,2,2,0,92526490.6152312,95773540.8986987,NA,NA,94150015.756965,NA,2.4386732767208,NA,1,0,0.0336783788187652,NA,0.0336783788187652,279,1,0,0,262.981201171875,263.149536132812,228.442314,257.015574,262.981201171875,263.149536132812,228.442314,257.015574,1
"280",263.19452779383,263.153034032078,263.19518630617,69.999066,35.7968838,74.45592,6,2,2,92953146.8716168,89101150.107181,127296971.737416,119933218.572382,91027148.4893989,123615095.154899,2.99226448201709,4.21223620906059,1,1,0.413214472726035,0.150683800951652,3.50993794817873,280,1,1,1,263.097076416016,263.195983886719,62.205906,78.769044,263.097076416016,263.195983886719,62.205906,78.769044,1
"281",264.053823223762,264.053810163945,264.05383628358,144.617172,144.391332,144.843012,2,2,0,23425350.3604744,23885291.8532455,NA,NA,23655321.10686,NA,1.37486084850992,NA,1,0,0.220849285399072,NA,0.220849285399072,281,1,0,0,263.984039306641,264.143646240234,132.866322,156.739944,263.984039306641,264.143646240234,132.866322,156.739944,1
"282",264.143700643136,264.143629139762,264.143772146511,243.158277,242.929938,243.386616,2,2,0,11124852.2054876,11602629.3899317,NA,NA,11363740.7977097,NA,2.97296016365253,NA,1,0,0.132802434119361,NA,0.132802434119361,282,1,0,0,263.983795166016,264.146026611328,229.143546,256.37082,263.983795166016,264.146026611328,229.143546,256.37082,1
"283",264.161828615421,264.121172403594,264.199357352635,71.030082,37.3717602,96.498372,8,2,2,12146702.5919341,11570958.2018953,20660806.9056706,15045898.4274377,11858830.3969147,17853352.6665541,3.43299253636722,22.2386233827005,1,1,0.0957545757659808,1.3182391764298,2.55598799647908,283,1,1,1,264.071258544922,264.199432373047,60.003786,79.41342,264.071258544922,264.199432373047,60.003786,79.41342,1
"284",265.039126729632,265.004727945798,265.072207618208,65.7312303,40.2020202,91.376562,8,2,2,7187269.62732231,7847471.81046717,59594262.5213418,56738949.5438045,7517370.71889474,58166606.0325731,6.21006277477464,3.47108299166698,1,1,0.338292555797839,0.205363717373154,34.3466697685639,284,1,1,1,264.972686767578,265.041015625,33.2788968,58.3416642,264.972686767578,265.041015625,33.2788968,58.3416642,1
"285",265.056586460361,265.033720890852,265.079501932752,229.829346,204.840546,254.7837,4,2,0,9946902.46466086,18978355.1338701,NA,NA,14462628.7992655,NA,44.1565742646147,NA,1,0,15.2780945063985,NA,15.2780945063985,285,1,0,0,264.974731445312,265.034729003906,192.413334,217.18173,264.974731445312,265.034729003906,192.413334,217.18173,1
"286",265.153083541221,265.152934178721,265.153232903721,338.141508,338.12523,338.157786,2,2,0,73207482.059834,74041134.2165197,NA,NA,73624308.1381769,NA,0.800660961101284,NA,1,0,0.00680796880111765,NA,0.00680796880111765,286,1,0,0,265.111175537109,265.154235839844,325.475346,345.950658,265.111175537109,265.154235839844,325.475346,345.950658,1
"287",265.218109081115,265.216747575842,265.219470586387,0.373406451,0.332560938,0.414251964,2,2,0,125719.326340175,137858.624716928,NA,NA,131788.975528552,NA,6.51327636975942,NA,1,0,15.469544859761,NA,15.469544859761,287,1,0,0,265.178863525391,265.252136230469,0.332560938,5.8888029,265.178863525391,265.252136230469,0.332560938,5.8888029,1
"288",266.081093199723,266.020069676609,266.088248089154,60.49431,30.3376482,65.376156,6,2,2,33260895.52069,34019977.5447708,27071215.8068755,29747105.0743921,33640436.5327304,28409160.4406338,1.59555612835785,6.66031455142529,1,1,0.482261793231566,0.212840749596562,4.40177949028961,288,1,1,1,266.068176269531,266.195831298828,46.2351402,72.652158,266.068176269531,266.195831298828,46.2351402,72.652158,1
"289",266.156568898251,266.156460530556,266.156677265946,338.141508,338.12523,338.157786,2,2,0,11036486.804681,11209032.9989254,NA,NA,11122759.9018032,NA,1.09692724733198,NA,1,0,0.00680796880111765,NA,0.00680796880111765,289,1,0,0,266.114410400391,266.157867431641,325.475346,345.950658,266.114410400391,266.157867431641,325.475346,345.950658,1
"290",266.216725952053,266.200689691525,266.232762212582,0.373406451,0.332560938,0.414251964,2,2,0,21535.0727782344,25359.9580253307,NA,NA,23447.5154017826,NA,11.5347074056152,NA,1,0,15.469544859761,NA,15.469544859761,290,1,0,0,266.159149169922,266.247314453125,0.332560938,5.8888029,266.159149169922,266.247314453125,0.332560938,5.8888029,1
"291",267.030713915555,267.025734637668,267.035814907577,77.915706,74.257914,81.344292,4,2,2,131018921.88,125681745.596636,80535909.3000022,80775997.12423,128350333.738318,80655953.2121161,2.94035350936367,0.210483816545218,1,1,0.390122040192677,0.158054437099825,5.04066885259404,291,1,1,1,266.995178222656,267.110076904297,62.521044,86.122914,266.995178222656,267.110076904297,62.521044,86.122914,1
"292",267.16726226598,267.167257654747,267.167266877213,343.084569,342.934416,343.234722,2,2,0,159906147.895383,163598197.503757,NA,NA,161752172.69957,NA,1.61399582521041,NA,1,0,0.0618938967875852,NA,0.0618938967875852,292,1,0,0,267.159820556641,267.267852783203,329.900028,345.950658,267.159820556641,267.267852783203,329.900028,345.950658,1
"293",267.109964956693,267.109958177501,267.109971735884,279.523911,279.215502,279.83232,2,2,0,260459469.957866,264122449.982148,NA,NA,262290959.970007,NA,0.987498011679954,NA,1,0,0.156035377795605,NA,0.156035377795605,293,1,0,0,267.109771728516,267.110107421875,254.873862,300.93591,267.109771728516,267.110107421875,254.873862,300.93591,1
"294",267.133048184289,267.133008374328,267.13308799425,133.929903,133.88043,133.979376,2,2,0,73896583.2431394,74169132.2181801,NA,NA,74032857.7306598,NA,0.260318505004692,NA,1,0,0.0522403033259068,NA,0.0522403033259068,294,1,0,0,266.995391845703,267.133392333984,121.736448,144.706578,266.995391845703,267.133392333984,121.736448,144.706578,1
"295",267.207178648464,267.200680687786,267.213676609142,0.373406451,0.332560938,0.414251964,2,2,0,149538.105404422,154020.763099422,NA,NA,151779.434251922,NA,2.08837097693451,NA,1,0,15.469544859761,NA,15.469544859761,295,1,0,0,267.170593261719,267.267883300781,0.332560938,11.4048258,267.170593261719,267.267883300781,0.332560938,11.4048258,1
"296",268.168597920572,268.16849860401,268.168697237134,342.755508,342.606288,342.904728,2,2,0,21683118.4342886,22283439.1695456,NA,NA,21983278.8019171,NA,1.93097156530671,NA,1,0,0.0615683607854065,NA,0.0615683607854065,296,1,0,0,268.094055175781,268.170654296875,330.629658,345.950658,268.094055175781,268.170654296875,330.629658,345.950658,1
"297",268.171202948844,268.170959602514,268.171446295173,265.969662,265.85001,266.089314,2,2,0,7328214.8330918,7607624.12998849,NA,NA,7467919.48154014,NA,2.64561246342558,NA,1,0,0.0636213468455919,NA,0.0636213468455919,297,1,0,0,268.170318603516,268.226745605469,253.521576,278.472066,268.170318603516,268.226745605469,253.521576,278.472066,1
"298",268.165102782289,268.103570648765,268.226634915813,0.373406451,0.332560938,0.414251964,2,2,0,241064.694740064,324934.194197458,NA,NA,282999.444468761,NA,20.9557626207959,NA,1,0,15.469544859761,NA,15.469544859761,298,1,0,0,268.102752685547,268.103729248047,0.332560938,9.3265128,268.102752685547,268.103729248047,0.332560938,9.3265128,1
"299",268.121129223151,268.12110804439,268.121150401911,79.136502,79.09116,79.181844,2,2,0,53867838.7287307,54146688.3825221,NA,NA,54007263.5556264,NA,0.365092523016443,NA,1,0,0.0810286905846787,NA,0.0810286905846787,299,1,0,0,267.995147705078,268.139801025391,65.765094,91.07667,267.995147705078,268.139801025391,65.765094,91.07667,1
"300",268.996750436008,268.995725460126,268.997725920593,39.3115059,35.7968838,42.5736636,4,2,2,30933176.5176027,28441678.6635602,51889370.7166119,53634416.7438183,29687427.5905814,52761893.7302151,5.93434719976932,2.33868383426432,1,1,0.779553831730071,0.240187991301822,9.58077139773674,300,1,1,1,268.950256347656,268.998168945312,23.4446472,46.87776,268.950256347656,268.998168945312,23.4446472,46.87776,1
"301",269.097389292171,269.094786038212,269.100368577251,122.573544,118.197192,126.441198,4,2,2,873484088.884974,849259095.251453,822318215.871634,819046710.983581,861371592.068213,820682463.427608,1.98864896755352,0.281875560172861,1,1,0.455402405893958,0.14274618282453,3.65685848682869,301,1,1,1,269.087219238281,269.160308837891,105.215178,130.856058,269.087219238281,269.160308837891,105.215178,130.856058,1
"302",270.104924555576,270.099159145586,270.130193042139,118.42122,62.205906,126.441198,6,2,2,99420357.4876524,96136792.7020803,92306163.8369204,92364447.9729992,97778575.0948664,92335305.9049598,2.37458044780329,0.0446341813166822,1,1,0.267539412236519,0.14274618282453,3.72777528537756,302,1,1,1,270.090515136719,270.163696289062,104.867418,130.519176,270.090515136719,270.163696289062,104.867418,130.519176,1
"303",271.073907934329,271.068870687561,271.075417555327,40.1620032,36.7443906,43.3414116,4,2,2,60279770.3777131,63211072.5790545,65084413.3775139,64515333.1129028,61745421.4783838,64799873.2452083,3.35691880409501,0.620989662469231,1,1,0.759301730965178,0.259050950802686,9.10839137643495,303,1,1,1,270.956359863281,271.103546142578,25.5880068,47.841141,270.956359863281,271.103546142578,25.5880068,47.841141,1
"304",271.105914384478,271.103919121664,271.107323368013,98.320044,77.898348,118.645248,4,2,0,26409112.9698649,30303779.8778601,NA,NA,28356446.4238625,NA,9.71188469789626,NA,1,0,29.1209945871988,NA,29.1209945871988,304,1,0,0,271.056854248047,271.226165771484,68.533794,87.749418,271.056854248047,271.226165771484,68.533794,87.749418,1
"305",272.170789356166,272.170774591583,272.17089936502,55.92081,52.950768,59.113914,4,2,2,213495464.642116,215400140.721951,187087211.717069,188036987.630808,214447802.682033,187562099.673939,0.628035985993506,0.35806433729428,1,1,0.547989448632394,0.763689513583995,5.84296588521964,305,1,1,1,272.080139160156,272.171081542969,40.5175122,65.674026,272.080139160156,272.171081542969,40.5175122,65.674026,1
"306",273.159344068332,273.147192130794,273.160082343519,52.9287768,51.119976,54.6427758,4,2,2,42464651.1432059,33873085.1598868,29091047.0112594,29834610.3247146,38168868.1515463,29462828.667987,15.916517470981,1.78454915891033,1,1,0.315934690319781,0.173762901445418,3.6520700720127,306,1,1,1,273.078704833984,273.174621582031,37.0582722,70.627524,273.078704833984,273.174621582031,37.0582722,70.627524,1
"307",273.116551771316,273.116343027246,273.116760515387,280.212168,279.902136,280.5222,2,2,0,32941873.6360488,31783002.5136457,NA,NA,32362438.0748472,NA,2.53208867415152,NA,1,0,0.156471241880411,NA,0.156471241880411,307,1,0,0,273.072784423828,273.118011474609,260.843316,301.645014,273.072784423828,273.118011474609,260.843316,301.645014,1
"308",274.151797905471,274.126037909899,274.175695323971,70.8692829,49.4392668,93.704046,8,2,2,60951643.5353618,60574419.0532053,21543603.1048877,20780248.972784,60763031.2942835,21161926.0388358,0.438980715215816,2.55067937704112,1,1,0.330416610067484,0.173762901445418,26.6346881762951,308,1,1,1,273.972930908203,274.139373779297,40.9547952,68.984166,273.972930908203,274.139373779297,40.9547952,68.984166,1
"309",275.086615609449,275.08623690041,275.086994318488,154.548801,154.314954,154.782648,2,2,0,46502282.5108364,49144226.3296362,NA,NA,47823254.4202363,NA,3.90633471610139,NA,1,0,0.213983930499893,NA,0.213983930499893,309,1,0,0,275.074401855469,275.133575439453,141.552582,167.571582,275.074401855469,275.133575439453,141.552582,167.571582,1
